Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Function Room,Water Feature,High Ceiling,Walk In Closet,Sea View,Oven,Sky Terrace,Balcony,Bomb Shelter,Renovated,Closet,TV,Greenery View,Pool Deck,Wading Pool,Playground,Dining Room Furniture,Washer,Fibre Ready,BBQ,Fitness Corner,Gym,City View,Fridge,Tennis Court,Dishwasher,Yoga Corner,Aircon,Sofa,Bed,Swimming Pool,Jacuzzi,Audio System,High Floor,Lap Pool","1,001 sqft (built up)","Spacious 2BR unit for rent @ Kallang Riverside!

-Brand New with no West sun, south facing balcony
-180 Degrees Full sea view
-Efficient layout with enclosed kitchen
-Full facilities including sky infinity pool, tennis court,gym,playground, kids pool & Garden
-Just beside Riverside Park
-Mins walk to Lavender MRT and Shopping centre",D12,All races welcome,South,,Fully Furnished,,Flexible,Kallang Riverside,2 Baths,2 Beds,,S$4.50 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/kallang-riverside-condo-J4UAEn86JJkSYQ6HLyUy6i
"Clubhouse,Gym,Fridge,Sauna,Squash Court,Tennis Court,Parking,Security,Aircon,Sofa,Bed,Swimming Pool,Wading Pool,Playground,High Floor,Washer,Pool View,BBQ","1,292 sqft (built up)","NEW LISTING 
OPEN HOUSE TODAY 

•CENTRAL GREEN -FOR RENT 
•3 BEDDER + MAID ROOM + MAID BATHROOM 
•1292 SQFT  
•FACE SWIMMING POOL VIEW
•PARITAL OF FULLY FURNISH 

•A UNIT YOU MUST NOT MISS
•1 MIN WALK TO TIONG BAHRU MRT 
•1 MIN WALK TO PLAZA /SHOPPING MALL  

@CALL DESMOND TAN 98437767
FOR VIEWING NOW",D03,All races welcome,North,,Fully Furnished,,24 months,Central Green Condominium,3 Baths,3 Beds,,S$3.33 psf,"S$4,300/mo",https://www.99.co/singapore/rent/property/central-green-condominium-condo-yXZmnMB9uwCysttxesfQU6
"Function Room,High Ceiling,Gym,Rooftop Pool,Fridge,Sauna,Jacuzzi,Sea View,Undrewater Fitness Station,Outdoor Dining,Closet,City View,Retail Shops,Renovated,Aircon,TV,Sofa,Pool Deck,Bed,Viewing Deck,Wading Pool,Spa Pool,Playground,Dining Room Furniture,Washer,Balcony,Lap Pool,BBQ,Open Terrace",592 sqft (built up),"OPEN HOUSE TODAY (DAILY)
KEY ON HANDS
LANDLORD AGENT 

•DUO RESIDENCES CONDO -FOR RENT
•1 Bedroom 
•592 Sqft 
•Come with Balcony   
•Restaurants below Condo 
•Renovated unit 
•Facing Direct City View 
•Facing Sea View 
•3 minute walk to BUGIS MRT STATION 
•A UNIT YOU MUST NOT MISS 

•CALL DESMOND 98437767 TODAY",D07,All races welcome,South,25,Fully Furnished,Yes,24 months,Duo Residences / Duo Tower,1 Bath,1 Bed,,S$6.59 psf,"S$3,900/mo",https://www.99.co/singapore/rent/property/duo-residences-duo-tower-condo-bAzBqMoVhnZ4qXHLcso2rE
"Security,Squash Court,Aircon,TV,Sofa,Greenery View,Parking,Gym,Fridge,Bed,Tennis Court,Swimming Pool,Dryer,Playground,Dining Room Furniture,High Floor,Washer,Stove,BBQ,Balcony","2,680 sqft (built up)","NEW LISTING 
OPEN HOUSE TODAY
THE CLAYMORE CONDO (FOR RENT)
 
•3 BEDROOM 
•ABOVE 18 FLOOR 
•COME WITH MAID ROOM 
•2680 SQFT 
•CORNER UNIT 
•PARTIAL FURNISH 
•UNBLOCK GREENARY VIEW  
•A UNIT YOU MUST NOT MISS 
•JUST MOVE YOUR LUGGAGE WILL DO 


@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D09,All races welcome,North,,Partially Furnished,Yes,24 months,The Claymore,3 Baths,3 Beds,Allowed,S$4.40 psf,"S$11,800/mo",https://www.99.co/singapore/rent/property/the-claymore-condo-m9ufEzVMQeGXvYTrzopET5
"Stove,Fridge,Jacuzzi,Oven,Parking,Patio / PES,Balcony,Renovated,Closet,Swimming Pool,Maid Room,Sofa,Greenery View,Wading Pool,Bed,Aircon,Utility Room,Study Room,TV,Dining Room Furniture,Washer,Lap Pool,BBQ","1,249 sqft (built up)","NEW LISTING 
BLISS VILLE  (FOR RENT)

•3 BEDROOM + STUDY  -FOR RENT
•COME WITH 3 BATHROOM
•COME WITH BIG BALCONY
•1249  SQFT  
•FULLY FURNISH 
•100% RENOVATED
•EXPAT'S CHIOCE 
•JUST MOVE IN YOUR LUGGAGE 
•A UNIT YOU MUST NOT MISS  

•LIVING FACE DIRECT UNBLOCK GREENARY VIEW  
• MINS WALK TO KEMBANGAN MRT STATION 
•MINS WALK TO NTUC FAIRPRICE 
•MINS TO EATARY AND RESTAURANT 

@Call DESMOND TAN 98437767 Now for Appointment.Before it RENT again",D14,All races welcome,North,,Fully Furnished,Yes,Flexible,Bliss Ville,3 Baths,3 Beds,,S$2.80 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/bliss-ville-condo-cVdWvBM29H2Sm9eNa7JGme
"Stove,Fridge,Dryer,Oven,Parking,Security,Balcony,Pavilion,Aircon,Pool Deck,Swimming Pool,Playground,Fitness Corner,Washer,Gym,BBQ,Hydrotherapy Pool",646 sqft (built up),"- Just 3 years old FH apartment
- Good size of 646sqft
- Nice and serene environment 
- Well-maintained unit
- Squarish layout
- Bright and airy

Schools within 1 km:
Chij (Katong) Primary 
Tao Nan School
St. Patrick's School
St. Stephen's School

Schools within 2 km:
Ngee Ann Primary School
Tanjong Katong Primary School
Eunos Primary School
Opera Estate Primary School
Tanjong Katong Secondary School 
Tanjong Katong Girls' School 

Call Shawa @ 9452 6220 for viewing NOW!",D15,,,,,,Flexible,The Cristallo,1 Bath,2 Beds,,S$4.02 psf,"S$2,600/mo",https://www.99.co/singapore/rent/property/the-cristallo-condo-LdF6GU7kwKFHbpa5diqtLb
"Clubhouse,Security,Aircon,Sofa,Stove,Parking,Fridge,Bed,Sauna,Swimming Pool,Wading Pool,Squash Court,Playground,Dining Room Furniture,High Floor,Washer,Pool View,Gym,BBQ,Tennis Court","1,292 sqft (built up)","NEW LISTING 
OPEN HOUSE TODAY 

•CENTRAL GREEN -FOR RENT 
•3 BEDDER + MAID ROOM + MAID BATHROOM 
•1292 SQFT  
•FACE SWIMMING POOL VIEW
•PARITAL OF FULLY FURNISH 

•A UNIT YOU MUST NOT MISS
•1 MIN WALK TO TIONG BAHRU MRT 
•1 MIN WALK TO PLAZA /SHOPPING MALL  

@CALL DESMOND TAN 98437767
FOR VIEWING NOW",D03,All races welcome,North,,Fully Furnished,,24 months,Central Green Condominium,3 Baths,3 Beds,,S$3.33 psf,"S$4,300/mo",https://www.99.co/singapore/rent/property/central-green-condominium-condo-HiGq5EJJBsJxHa5trBUhp4
"Roof Terrace,High Ceiling,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Corner Unit,Balcony,City View,Patio / PES,Renovated,Aircon,Maid Room,Sofa,Greenery View,Bed,Closet,TV,Utility Room,Study Room,Dining Room Furniture,Washer,Bathtub","6,500 sqft (built up)","•BUKIT TERESA FOR RENT -CALL 98437767

Rare 3-storey bungalow / detached house nestled in the green and tranquil Bukit Teresa neighbourhood, at the fringe of the Central Business District! 

• Available 15 June 2018, partially furnished.
• Parking space for 3 to 4 cars.
• With in-ground pool and wading pool.
• Patio overlooks large, mature garden with water feature.
• Renovated kitchen and BBQ area.
• Older second kitchen can be used as a wet kitchen.
• Ample ventilation and natural lighting.
• Huge living and dining areas perfect for entertaining.
• Family area at 2nd storey.
• Luxurious master bedroom with walk-in wardrobe and ensuite with both a standing shower and jacuzzi bathtub.
• Junior master bedroom with ensuite and open terrace.
• 3 other extremely spacious bedrooms, all with ensuite.
• Helper's room with air-conditioner and attached bathroom.

Walking distance to shops and amenities at the adjacent Bukit Purmei estate. 

Short commute to Vivocity, Harbourfront MRT station, Harbourfront Mall, Sentosa island and the Integrated Resorts. Also near recreation / sporting facilities such as the Southern Ridges, golf courses, yacht clubs.

Convenient access to AYE & MCE/ECP",D04,All races welcome,North,,Partially Furnished,Yes,Flexible,Bukit Teresa Road,5 Baths,5 Beds,Allowed,S$2.31 psf,"S$15,000/mo",https://www.99.co/singapore/rent/property/bukit-teresa-road-landed-ABeYrNydXCRMHX59swtqTk
"City View,Renovated,Aircon,Gym,Swimming Pool,Wading Pool,Jacuzzi,Playground,Parking,High Floor,Security,Bathtub,BBQ,Balcony","1,216 sqft (built up)","High floor unblock!
Mins to Buona Vista MRT Station (Green & Circle Line)
Mins to Star Vista, Metropolis, Biopolis & Fusionpolis. 

The Rochester is a 99-years leasehold apartment development located at 33 Rochester Drive, Singapore 138638, in District 05, minutes walk to Buona Vista MRT Station. Completed in 2011, it comprises of 334 units. The Rochester is close to Holland Village and the National University Hospital. 

Facilities at The Rochester include swimming pool, spa pool, fun pool, 24 hours security, pool deck, pavillion, BBQ pits, and playground. 

Several feeder bus services are available near The Rochester. Schools are mostly a short drive away, including the prestigious Anglo-Chinese Junior College, Singapore Polytechnic, and the United World College of South East Asia. 

The Rochester’s close proximity to Holland Village means a suite of amenities are readily available, such as supermarkets, restaurants and eating establishments, shops and banks. Alternatively, residents may head to the nearer Ghim Moh Market for daily necessities 

For vehicle owners, driving from The Rochester to either the business hub or the vibrant Orchard Road shopping district takes about 10 minutes, via Ayer Rajah Expressway and Holland Road respectively.

Thank you & have a nice day!
Viewing Flexible by Appointment (1 Day’s Notice)

AMBER WOOD 郁仁芳
Associate Marketing Director
PROPNEX
Powerful Negotiators Group (PNG) 
Mobile: +65 98156089

SRX Listing:  www.srx.com.sg/amberwood
Property Guru Listing:  goo.gl/gYvrpA
Website:  www.99.co
Property Tracker: https://goo.gl/3UJDTW",D05,,North,,Fully Furnished,,Flexible,The Rochester,2 Baths,2 Beds,Not Allowed,S$4.11 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/the-rochester-condo-ZwEksMU5nrZmXX8zbwah2N
"Clubhouse,Pool View,Stove,City View,Fridge,Dryer,Tennis Court,Oven,Parking,Security,Bomb Shelter,Bathtub,Aircon,Closet,Maid Room,Greenery View,Wading Pool,Jacuzzi,Study Room,High Floor,Washer,Fibre Ready,Gym,BBQ","2,013 sqft (built up)","4bdrm junior penthouse 2013sqft for rent asking $10k neg
C/w additional study room
Very spacious living & dining hall 
Available immediate
Partial view 
Unblock city view

***Call Edmund at 90229729 for a viewing now***

Paterson Residence is a Freehold apartment located at Paterson Road in District D09. Paterson Residence is close to Lavender MRT EW11. 

Amenities near Paterson Residence 

Paterson Residence is a short drive to ION Orchard and Wheelock Place. It is also not far from several schools such as Anglo-Chinese Junior School, St. Margaret's Primary School and Singapore Chines Girls School.

Paterson Residence is accessible via Orchard Road and Grange Road.",D09,,,,Partially Furnished,Yes,24 months,Paterson Residence,5 Baths,4 Beds,,S$4.97 psf,"S$10,000/mo",https://www.99.co/singapore/rent/property/paterson-residence-condo-qUizrM4hQ3MYusW239ZXjA
"Penthouse,Clubhouse,Aircon,Gym,Sauna,Swimming Pool,Jacuzzi,Tennis Court,Parking,Security,Games Room,BBQ,Playground","4,090 sqft (built up)","RARE 2-STOREY PENTHOUSE APARTMENT

The Bayshore is just next to the popular stretch of East Coast beach, where there is an abundance of food, entertainment and recreational outlets. Prominent schools and shopping centres are also in the immediate vicinity.

It is easily accessible to the City or Changi International Airport via East Coast Parkway (ECP) Expressway.

Availability of unit not reflected in real time.",D16,,,,Fully Furnished,,12 months,The Bayshore,4 Baths,5 Beds,,S$3.55 psf,"S$14,500/mo",https://www.99.co/singapore/rent/property/the-bayshore-condo-Dq7W5Qswh5dtDBY2PkxKhf
"Clubhouse,High Ceiling,Ground Floor,Gym,Parking,Dishwasher,Dual Key,Fridge,City View,Dryer,Oven,High Floor,Balcony,Bomb Shelter,Fibre Ready,Closet,Aircon,Sofa,Greenery View,Duplex / Maisonette,Bed,Swimming Pool,Wading Pool,Jacuzzi,Audio System,Dining Room Furniture,Security,Bathtub,BBQ","2,800 sqft (built up)","* Spacious apartment with good size bedroom
* All ensuite
* Generous living and dining area
* Boutique development with exclusivity
* Private lift come with Private car parking X2
* Serene view yet easy access to Orchard and CBD
* Amenities nearby
* Flexible viewing call 81988543 FeeMin",D09,All races welcome,,,Partially Furnished,Yes,24 months,Reignwood Hamilton Scotts,3 Baths,3 Beds,,S$4.57 psf,"S$12,800/mo",https://www.99.co/singapore/rent/property/reignwood-hamilton-scotts-condo-BzBxDwyBwDbPebmx3pqeEF
"Bomb Shelter,Loft,Roof Terrace,High Ceiling,City View,Dual Key,Fridge,Bathtub,Dryer,Oven,Dishwasher,Patio / PES,Balcony,Bomb Shelter,Corner Unit,Renovated,Closet,Maid Room,Greenery View,Bed,Aircon,Audio System,Dining Room Furniture,Fibre Ready","4,800 sqft (built up)","Charlton Park 

2 storey semi-D for rent 

Charlton Park nearby many Ameities 
MrT , bus stop 
Nex shopping , Heartland Mall , ...!



Nicely Move in condition house 
5 Good size bed room 
Big living area, x2 big dinner area 
X2 big Kitchen , 
You can’t Miss this unit 
Viewing please call 
FeeMin 81988543",,All races welcome,North South,,Partially Furnished,Yes,24 months,Charlton Park,5 Baths,5 Beds,,S$1.46 psf,"S$7,000/mo",https://www.99.co/singapore/rent/property/property-in-singapore-landed-2fUs5Xgkks2ken4pqwRExS
"Penthouse,Clubhouse,Water Feature,Stove,Timber Deck,Sea View,Oven,Parking,Balcony,Fun Pool,Bomb Shelter,Closet,Duplex / Maisonette,Playground,Top Floor,Washer,Fibre Ready,BBQ,Roof Terrace,Gym,Fridge,Dryer,Steam Room,Dishwasher,Aircon,Maid Room,Jacuzzi,High Floor,Security,Bathtub,Lap Pool","5,985 sqft (built up)","Sky villa 5985sqft unit for rent asking $20k
Duplex unit with private pool
Superb full sea view 
Available immediate 
Partial furnish 

***Call Edmund at 90229729 for a viewing now***


The Oceanfront @ Sentosa Cove is a 99-year Leasehold condominium located at Ocean Drive in District D04. The Oceanfront @ Sentosa Cove is close to Harbourfront MRT CC29. 

Amenities near The Oceanfront @ Sentosa Cove 

The Oceanfront @ Sentosa Cove is a short drive to VivoCity and Tanjong Pagar Plaza. It is also not far from several schools such as River Valley High School and American College. 

The Oceanfront @ Sentosa Cove is accessible via Eu Tong Sen Street and Tanglin Road.",D04,All races welcome,,,Partially Furnished,,24 months,The Oceanfront @ Sentosa Cove,4 Baths,4 Beds,,S$3.34 psf,"S$20,000/mo",https://www.99.co/singapore/rent/property/the-oceanfront-sentosa-cove-condo-AjJtEGWB7wGdcCWhH4FEn4
"Walk In Closet,Ground Floor,Corner Unit,Renovated,Closet,TV,Sofa,Stove,Bomb Shelter,Bed,Fridge,Low Floor,Aircon,Utility Room,Oven,Top Floor,Mid Floor,High Floor,Dining Room Furniture,Fibre Ready,Washer","1,410 sqft (built up)","Blk 164 Bishun st 13 
3 bed rooms 
air conditioned..
Kitchen - 
cooker hood 
gas stove- 
HDB Gas. 
Washing machine n refrigerator
Call 81988543 for your appointment now",D20,All races welcome,,06,,,12 months,164 Bishan Street 13,2 Baths,3 Beds,,S$2.06 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/164-bishan-street-13-hdb-BjV68w6NmRSHa3B4n4oyna
"Clubhouse,Fitness Corner,Games Room,Loft,High Ceiling,Stove,Parking,Ground Floor,Dual Key,Fridge,Jacuzzi,City View,Steam Room,Tennis Court,Oven,Dining Room Furniture,Dishwasher,Patio / PES,Balcony,Bomb Shelter,Bathtub,Renovated,Closet,Swimming Pool,Sofa,Greenery View,Duplex / Maisonette,Bed,Aircon,Utility Room,Dryer,Study Room,Audio System,High Floor,Security,Fibre Ready,Lap Pool,Gym,BBQ,Playground","1,815 sqft (built up)","Ground floor lover unit 

Species patio unit enjoy for your garden for your family
 
4 Beded unit 

1650sqft

Immediate move in

Nice conditions 
Convenient for your family located Kovan AREA 
call WhatsApp sms for your appointment now 81988543 Feemin now",D19,All races welcome,,#01,Partially Furnished,,24 months,The Minton,3 Baths,3 Beds,Not Allowed,S$2.20 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/the-minton-condo-PUgF3eRhnnHtpBXfDRaxU9
"Clubhouse,City View,Renovated,Closet,Greenery View,Fridge,Aircon,Wading Pool,Jacuzzi,Steam Room,Oven,Parking,High Floor,Security,Lap Pool,Gym,BBQ,Balcony",538 sqft (built up),"EON SHENTON CONDO -FOR RENT

•2 BEDROOM -FOR RENT  
•538 SQFT  
•ABOVE 25 FLOOR
•COME WITH BALCONY 
•UNBLOCK CITY VIEW 
•PARTIAL FURNISH
•SPACIOUS LAYOUT 
•RENOVATED UNIT 
• 3 MINS WALK TO TANJONG PAGAR MRT STATION 
• 3 MINS WALK TO INTERNATIONAL PLAZA 

@A UNIT YOU MUST NOT MISS 

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D02,All races welcome,South,20,Partially Furnished,Yes,24 months,Eon Shenton,2 Baths,2 Beds,,S$6.69 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/eon-shenton-condo-vTh3EpzG7MsKY6ZcMsm5dH
"Function Room,Gym,Rooftop Pool,Fridge,Sauna,Jacuzzi,Dryer,High Floor,Undrewater Fitness Station,Outdoor Dining,Balcony,City View,Renovated,Closet,TV,Sofa,Greenery View,Pool Deck,Bed,Viewing Deck,Aircon,Wading Pool,Spa Pool,Study Room,Open Terrace,Dining Room Furniture,Retail Shops,Lap Pool,BBQ,Playground",721 sqft (built up),"OPEN HOUSE TODAY (DAILY)
KEY ON HANDS
LANDLORD AGENT 

•DUO RESIDENCES CONDO -FOR RENT
•1 Bedroom  + Study 
•721 Sqft 
•Come with Balcony   
•Restaurants below Condo 
•Renovated unit 
•Facing Direct City View 
•Facing Sea View 
•3 minute walk to BUGIS MRT STATION 
•A UNIT YOU MUST NOT MISS 

•CALL DESMOND 98437767 TODAY",D07,All races welcome,North,21,Fully Furnished,Yes,12 months,Duo Residences / Duo Tower,1 Bath,1 Bed,,S$6.24 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/duo-residences-duo-tower-condo-fzxotw8LkjzMZKGvtsNkjC
"Renovated,Aircon,TV,Gym,Fridge,Bed,Swimming Pool,Wading Pool,Jacuzzi,Parking,Washer,Security,BBQ",635 sqft (built up),"NEW LISTING 
OPEN HOUSE TODAY 
THE MERCURY (FOR RENT)

•1 BEDDER 
•635 SQFT  
•HIGH FLOOR 
•FULLY FURNISH 
•100% RENOVATED
•EXPAT'S CHIOCE 
•AVAILABLE IMMEDIATE 
•JUST BRING YOUR LUGGAGE TO STAY 
•A UNIT YOU MUST NOT MISS  

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D10,All races welcome,North,,Fully Furnished,Yes,24 months,The Mercury,1 Bath,1 Bed,,S$4.88 psf,"S$3,100/mo",https://www.99.co/singapore/rent/property/the-mercury-condo-gjAtudrSJbXQ4JD3CUr6EH
"Jogging Track,Clubhouse,Function Room,Bridge,High Ceiling,Stove,Fridge,Dryer,Water Channel,Tennis Court,Parking,Balcony,Multi-purpose Hall,Pavilion,Renovated,Aircon,Greenery View,Swimming Pool,Jacuzzi,Fountain,Playground,Fitness Corner,Steam Room,Security,Games Room,Lap Pool,Gym,BBQ","3,208 sqft (built up)","NEW LISTING
OPEN HOUSE TODAY 

CARRIBEAN AT KEPPLE BAY  
FOR RENT 
 
•4 BEDROOM (DUPLEX PENTHOUSE)
•3208 SQFT   
•PARTIAL FURNISH 

•COME WITH MAID ROOM
•COME WITH ALL ATTACH BATHROOM IN ALL BEDROOM 
•COME WITH ROOF TERRACE 
•COME WITH WET & DRY KITCHEN 
•COME WITH PRIVATE LIFT 

•LIVING & MASTER FACE MARINA KEPPLE VIEW 
•RENOVATED UNIT 
•CORNER UNIT 


@3 MINS WALK TO VIVO CITY SHOPPING MALL 
@3 MINS WALK TO HARBOURFRONT  MRT 
(A UNIT YOU MUST NOT MISS)

@CALL DESMOND 98437767 FOR VIEWING TODAY",D04,All races welcome,North,,Partially Furnished,,24 months,Caribbean At Keppel Bay,4 Baths,4 Beds,Allowed,S$3.68 psf,"S$11,800/mo",https://www.99.co/singapore/rent/property/caribbean-at-keppel-bay-condo-obsx8efCqhqzGsrTLhS9ai
"Bomb Shelter,Renovated,Aircon,TV,Sofa,Stove,Fridge,Bed,Dining Room Furniture,Corner Unit,Closet","1,237 sqft (built up)","NEW LISTING -FOR RENT
OPEN HOUSE TODAY 

•BLK 76A REDHILL ROAD   
•5 ROOM FLAT 
•115 SQM  
•AVAILABLE NOW 
•RENOVATED UNIT  
•1 MINS WALK TO REDHILL MRT 
•1 MINS REDHILL MARKET 
•1 MINS WALK TO BUS STOP
•1 MINS WALK TO COFFEE SHOP & MINI MART  
•A UNIT YOU MUST NOT MISS 

@CALL DESMOND ERA 98437767 FOR VIEWING NOW",D03,All races welcome,North,06,Fully Furnished,Yes,12 months,76A Redhill Road,2 Baths,3 Beds,Not Allowed,S$2.59 psf,"S$3,200/mo",https://www.99.co/singapore/rent/property/76a-redhill-road-hdb-5BoUaJP5zNQxM9KvExyRd3
"Function Room,Stove,Fridge,Parking,Pond,Balcony,Closet,Aircon,Pool Deck,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Washer,Reflexology Path,Gym,BBQ","1,216 sqft (built up)","* nice unit on high floor

* available from 21 December 2018

* call me (hp: 93825963) now to view 

* walking distance to bus stop, food centre, supermarket, market, East Coast beach, CHIJ, Tao Nan school

* near to Parkway Parade, i12 Katong, Changi Business Park, airport, Global Indian school, Changi General Hospital, 70 St Patricks, Grand Duchess, St Patrick's Loft, Marine Blue, Silversea, The Sea Wind, One Amber, Mandarin Gardens, Telok Kurau 

* easy access to ECP, MCE and PIE 

* all are welcome to call, sms or watsapp me (hp: 93825963) now for viewing 

* owners can also call me as I can help you to sell or rent out your units",D15,,,,Partially Furnished,,Flexible,Tierra Vue,3 Baths,3 Beds,,S$3.29 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/tierra-vue-condo-GoRQo24k7vDdhRpjEUgqJj
"City View,Security,Aircon,Stove,Fridge,Sauna,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Oven,Parking,Mid Floor,Washer,Bathtub,Gym","1,970 sqft (built up)","-Well- furnished
- Conveniently locates in Orchard

",D10,All races welcome,,07,Partially Furnished,,24 months,Grange 70,3 Baths,3 Beds,,S$3.65 psf,"S$7,200/mo",https://www.99.co/singapore/rent/property/grange-70-condo-emXPieFZ4wzAU8k8HPHMq5
"Gym,Meeting Room,Spa Pavilion,Tennis Court,Outdoor Dining,Balcony,Aircon,Hammocks,Open Terrace,Lounge,Wading Pool,Spa Pool,Playground,Fitness Corner,Lap Pool,BBQ",861 sqft (built up),"Rare 2 bedder!
Cozy 
Superb accessibility
Ten mile junction LRT / Ten Mile Junction mall
Bukit Panjang MRT /Hillion Mall
Choa Chu Kang MRT / Lot One Mall
Great Amenities 
Supermarkets like Giant / shengshong/ NTUC
Wetmarket 
Libraries
Schools 
Call Eric @ 91850663 now for viewing",D23,,,,,,Flexible,The Tennery,2 Baths,2 Beds,,S$3.48 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/the-tennery-condo-ypFQ4pC7Mh2pifF5kJzmhZ
"Jogging Track,Clubhouse,Function Room,Spa Pavilion,Jacuzzi,Parking,Pond,Sky Terrace,Balcony,Closet,Swimming Pool,Pool Deck,Lounge,Wading Pool,Playground,Dining Room Furniture,Washer,Games Room,BBQ,Hydrotherapy Pool,Gym,Dryer,Steam Room,Tennis Court,Karaoke,Ground Floor,Retail Shops,Pavilion,Aircon,Lap Pool,Mini Golf Range,Waterfall,Study Room,Fitness Corner,Security,Bathtub,Amphitheatre","3,907 sqft (built up)","The Interlace 

Spacious 3 + Family Unit For Rent!!!

■ 3 Bedrooms + 1 Family Room
■ Fully Furnished!!
■ Designer Furnishings
■ Available NOW!!
■ Agents & Tenants All Welcome!!

☎☎☎ CALL 9220 4682 FOR VIEWING NOW!!! ☎☎☎

Amenities Near The Interlace 
√ Habourfront Shopping Centre
√ Vivo City Shopping Centre
√ Labrador MRT Station
√ Habourfront MRT Station

Schools Near The Interlace 
√ Alexandra Primary School
√ Blangah Rise Primary School
√ CHIJ Schools

☎☎☎ CALL 9220 4682 FOR VIEWING NOW!!! ☎☎☎
Must View! Must Rent! Call Now!",D04,,,,Flexible,,Flexible,The Interlace,3 Baths,4 Beds,Allowed,S$2.56 psf,"S$10,000/mo",https://www.99.co/singapore/rent/property/the-interlace-condo-2otemtP7Zgchs5jf89pnMB
"Clubhouse,Function Room,Stove,Fridge,Library,Jacuzzi,Spa Pavilion,Oven,Outdoor Dining,Sky Terrace,Closet,Yoga Corner,Balcony,Renovated,Aircon,Hammocks,Lap Pool,Pool Deck,Lounge,Swimming Pool,Wading Pool,Hydrotherapy Pool,Playground,Fitness Corner,High Floor,Pool View,Reflexology Path,Gym,BBQ,Tennis Court",689 sqft (built up),"RENTAL – Commonwealth Tower 
>>> Call/ whatsapp Javen Soh ERA +65 9337 3778 for More Info, Viewing Arrangement & Exclusive Presentation

*Must See*  Available immediately  * Newly TOP Condo*

- Viewing flexible
- Key on hand
- Pool view
- Brand New, Beautiful finishing and Layout
- Queenstown MRT right in front of the Development
- Beautiful facilities
- Expat choice
- Near malls and amenities - Holland Village, Queensway SC, Anchor Point, Ikea, Tiong Bahru Plaza, Great World City

Other Condos available for Rent/Sale
For enquiries, Tenants/Buyer  Please SmS / WhatsApp me The Following,

1.	Full Profile 
(Example: How Many Pax Staying? Race? From Where? Holding What Pass or Local? Etc..)
2.	Your Needs 
3.	Your Budget
4.	Your Move-in Date

If this listing doesn’t suit u, I’ll try my Best To Match for you.

>>> Call/ whatsapp Javen Soh ERA +65 9337 3778 for More Info, Viewing Arrangement & Exclusive Presentation
",D03,,,,Flexible,,24 months,Commonwealth Towers,2 Baths,2 Beds,,S$5.08 psf,"S$3,499/mo",https://www.99.co/singapore/rent/property/commonwealth-towers-condo-zJGtyYDwwb75QBBnLAhw5d
"City View,Aircon,TV,Sofa,Gym,Bomb Shelter,Bed,Fridge,Jacuzzi,Swimming Pool,Utility Room,Dryer,Oven,Parking,High Floor,Security,Bathtub",527 sqft (built up),">>> Call/ whatsapp Javen Soh ERA +65 9337 3778 for More Info, Viewing Arrangement & Exclusive Presentation

*Must See*  Available immediately  

- Amenities at doorstep. Great World City Shopping Centre - Complimentary Shuttle Bus to Orchard, Redhill, China Town - Fantastic connectivity: Mere 3 Bus stops away from Orchard Shopping belt. - Direct Bus to CBD (Tanjong Pagar, Raffles Place) 


- Nice and Functional Layout.
- Amenities at doorstep.
-Great World City Shopping Centre Within 2 mins walk
-Perfect Connectivity: 3 Bus-stop away from Orchard Shopping Belt, Direct Bus to CBD (Tanjong Pagar, Raffles Place) 
- Good Ventilation 
- Complimentary Shuttle Bus to Orchard, Redhill, Chinatown.
- Beautiful facilities, Condo Facilities includes BBQ pits, Swimming pool, Jacuzzi, Sauna and Gym. 
- Quiet environment.
- Expat choice

Other Condos available for Rent/Sale
For enquiries, Tenants/Buyer  Please SmS / WhatsApp me Your 

1.	Full Profile 
(Example: How Many Pax Staying? Race? From Where? Holding What Pass or Local? Etc..)
2.	Your Needs 
3.	Your Budget
4.	Your Move-in Date

If this listing doesn’t suit u, I’ll try my Best To Match for you

>>> Call/ whatsapp Javen Soh ERA +65 9337 3778 for More Info, Viewing Arrangement & Exclusive Presentation
",D10,All races welcome,,,Flexible,,Flexible,Mill Point,1 Bath,Studio,,S$5.31 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/mill-point-condo-M2Zzxbhyc8oqSzfUDHqqEN
