Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Clubhouse,Fitness Corner,Aircon,Greenery View,Gym,Fridge,Swimming Pool,Steam Room,Playground,Oven,Stove,BBQ,Balcony",S$4.11 psf,"EXCELLENT LOCATION - High Floor

- 10 MINS WALK TO SOMERSET MRT STATION 
- MINS WALK TO BUS STOP 
- EASY ACCESS TO MAJOR EXPRESS WAY 
- CLOSE TO REPUTABLE SCHOOLS 

WaterScape @ Cavenagh is a freehold apartment development located at 65 - 65A Cavenagh Road Singapore 229620 in District 9 and is minutes drive to Somerset MRT Station. WaterScape @ Cavenagh is close to Orchard Plaza and The Centrepoint. Expected to be completed in 2014, it stands 6 storeys tall and comprises a total of 200 units. 

Condo Facilities at WaterScape @ Cavenagh 

Condo Facilities at Waterscape @ Cavenagh include BBQ Pit, clubhouse, fitness room, function room, gymnasium, jogging track, lounge, playground, swimming pool and steam bath. 

Amenties near WaterScape @ Cavenagh 

Several feeder bus services are available near WaterScape @ Cavenagh. It is also close to several local and international schools, such as Chatsworth International School and FTC Training Centre. 

WaterScape @ CAvenagh is also close to Orchard Plaza for amenities such as supermarkets, restaurants, banks and more. In addition, it is within reasonable driving distance to Starhub Centre and Cuppage Plaza. 

For vehicle owners, driving from WaterScape @ Cavenagh to either the business hub or the vibrant Orchard Road shopping district takes 10 - 15 minutes, via CTE respectively.
",D09,,,,,,Flexible,Waterscape At Cavenagh,"1,313 sqft (built up)",3 Beds,,,"S$5,400/mo",https://www.99.co/singapore/rent/property/waterscape-at-cavenagh-condo-X9qTM65uMApQEXTFMeG9B4
"Pool Deck,Roof Terrace,Lap Pool,Greenery View,Duplex / Maisonette,Gym,Fridge,Outdoor Dining,Wading Pool,Hydrotherapy Pool,Steam Room,Playground,Top Floor,High Floor,Security,Bathtub,Parking,Stove","2,719 sqft (built up)",,D05,All races welcome,,,Partially Furnished,,24 months,Horizon Residences,4 Baths,4 Beds,,S$3.68 psf,"S$10,000/mo",https://www.99.co/singapore/rent/property/horizon-residences-condo-KXKDrTgF6nCK5BRSszvPTE
"Clubhouse,Gym,Sauna,Jacuzzi,Sea View,Steam Room,Parking,High Floor,Security,Lap Pool,BBQ",624 sqft (built up),"High floor
Sea view
Unblock and nice view

Welcome call Eric @ 84980738",D02,,,,,,Flexible,76 Shenton,1 Bath,1 Bed,,S$6.41 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/76-shenton-condo-RqyVSvc58t8FH8KKSUNB63
"Swimming Pool,Security,Pool Deck,Parking",450 sqft (built up),"Walk to 2 MRT station Aljunied station green line n Dakota station  call 9146 9539

Many busses to city Call 91469539 EVAN LEE
Big Balcony 
Nice living room 
Supermarket 5 mins walk 24 hours 
Cosy small development 
Cosy swimming pool 
Walk to Old Airport Hawker center 80 food stall to 
Choose from....
Call Evan Lee 91469539

Cycling to East Coast a breeze 
 Call Evan Lee 9146 9539",D14,,,,Fully Furnished,,Flexible,Viento,1 Bath,1 Bed,,S$4.22 psf,"S$1,900/mo",https://www.99.co/singapore/rent/property/viento-condo-6MtJwWRMAmfyapKovpL27U
"Clubhouse,Function Room,Water Feature,Gym,Fridge,Jacuzzi,Outdoor Dining,Balcony,Jet Pool,Yoga Corner,Aircon,Swimming Pool,Viewing Deck,Lounge,Mini Golf Range,Playground,Fitness Corner,Washer,Reflexology Path,BBQ",S$6.53 psf,"✔ Flexible Viewing via appointment
✔ 2 bedroom
✔ City View
✔ Efficient layout, easy furnishing space
✔ Windy & bright
✔ High-end quality with built-in appliances 
✔ Mins walk to Nicoll Highway MRT Station on the Circle Line is a 5 minute walk",D07,All races welcome,,,,,Flexible,City Gate,689 sqft (built up),2 Beds,,,"S$4,500/mo",https://www.99.co/singapore/rent/property/city-gate-condo-EsWAfjqSneyxAdRBf8Jjzg
,100 sqft (built up),"Common Bedroom For Rent @ Woodland Block 802 

Single : $600 ,  Couple :  $700  

Welcome Malaysian Chinese.

Available From 05 Aug 2018·

1 common bedroom for rent ·

1 bathrooms ·

No Smoking : · No Pet   

Suitable for Single / Couple , Professional & student。

Fully furnished -Air conditioned room，Wardrobe, Table, Bed, WiFi

Nearby Amenities :

-Eating place is nearby

-Near Causeway Point shopping mall, Woodland MRT/ Bus Interchange, RepublicPoly, coffee shop, CC, North Plaza, etc

-Near Woodlands MRT station，

Bus : 169 ， 750 ， 903 ， 911

Note: Local Chinese male (Buddhist) owner ，Cooking Maggi Mee Allowed.  Living With Landlord.
 

兀兰大牌 802 ,普通卧室 招租。

八月五日 起可入住·

一间卧房出租·

一间浴室

无烟酒环境

无宠物·

适合马来西亚籍 单身 / 夫妇 ，专业人士 & 学生

房间设备 ：冷气卧房，衣柜，座椅，床, WiFi

附近设施 : - 步行距离至咖啡店 / 巴杀 / 杂货店 / 铜锣湾购物中心 / 兀兰地铁站 / 巴士转换站 / 共和工艺学院等。

可步行至兀兰地铁站，

穿行巴士 ： 169 ， 750 ， 903 ， 911

佛教徒屋主。可煮快熟面，与屋主同住。",D25,,,,Fully Furnished,,12 months,802 Woodlands Street 81,1 Bath,1 Bed,,S$6.00 psf,S$600/mo,https://www.99.co/singapore/rent/property/802-woodlands-street-81-hdb-PG4vk9EEDf39UFssCtBsEC
"Security,Jacuzzi,Lap Pool,Tennis Court",646 sqft (built up),,D15,,,,,,Flexible,The Seawind,1 Bath,1 Bed,,S$4.33 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/the-seawind-condo-MebT7cLon6SbV3ge6SuYgm
"Stove,Aircon","1,001 sqft (built up)","3 bedrooms 1 hall at Blk 75 Marine Drive.
5 mins to Parkway Parade shopping center.
2 rooms aircon.
Furn.
High floor.
Corner unit.
Lift level.
Renovated.
Available from July.
Near to amenities.
Near to market.
Near to shops.
Dont miss !!!!!!!!!!!!!!",D15,,,,Fully Furnished,,Flexible,75 Marine Drive,1 Bath,3 Beds,,S$2.05 psf,"S$2,050/mo",https://www.99.co/singapore/rent/property/75-marine-drive-hdb-jaRHTLEjAnGtQFi4LwyxoH
"Clubhouse,Jacuzzi,Playground,Swimming Pool,Gym,BBQ,Tennis Court","1,281 sqft (built up)","REFLECTIONS AT KEPPLE BAY
(FOR RENT)

•3 BEDROOM  
•1281 SQFT  
•PARTIAL FURNISH  
•CORNER UNIT
•A UNIT U MUST NOT MISS  

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again 

•Nearest MRT Stations 
Telok Blangah MRT Station (0.22 km) 
Labrador Park MRT Station (0.49 km) 
Harbourfront MRT Station (1.43 km) 

•Nearest Schools 
Blangah Rise Primary School (0.51 km) 
River Valley High School (0.94 km) 
American College (1.11 km)",D04,,,,Fully Furnished,,24 months,Reflections At Keppel Bay,2 Baths,3 Beds,,S$4.61 psf,"S$5,900/mo",https://www.99.co/singapore/rent/property/reflections-at-keppel-bay-condo-z9XcWE7LuhY4gKgiradaZM
"Penthouse,City View,Roof Terrace,Aircon,High Ceiling,Stove,Fridge,Walk In Closet,Jacuzzi,Top Floor,High Floor,Lap Pool,Gym,Balcony","2,928 sqft (built up)",,D09,All races welcome,,,Partially Furnished,,24 months,The Scotts Tower,3 Baths,3 Beds,,S$5.46 psf,"S$16,000/mo",https://www.99.co/singapore/rent/property/the-scotts-tower-condo-b49s5opprYnYBbbqrQtghH
"Clubhouse,Gym,Sauna,Jacuzzi,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ","1,635 sqft (built up)","NEW LISTING
OPEN HOUSE TODAY 
KEYS ON HAND TO OPEN DOOR 
 
•SCOTTS 28 -FOR RENT
*3 BEDDER + MIADS RM
*1635 SQFT
*ABOVE 20 FLOOR 
*PARTIAL FURNISH 
*SPACIOUS LAYOUT 
*A UNIT YOU MUST NOT MISS 

CALL DESMOND 9843 7767 FOR APPOINTMENT TODAY",D09,,,,Partially Furnished,,24 months,Scotts 28,3 Baths,3 Beds,,S$4.04 psf,"S$6,600/mo",https://www.99.co/singapore/rent/property/scotts-28-condo-Zqh5af63uqfGou6oWVHS57
"Clubhouse,Gym,Mini-mart,Sauna,Jacuzzi,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ,Tennis Court","1,324 sqft (built up)","ASPEN HTS CONDO 
(FOR RENT)

@3 BEDDER WITH 3 BATHROOM
@COME WITH MAID ROOM &amp; BALCONY   
@1324 SQFT 
@PARTIAL  FURNISH 
@EXPAT'S CHIOCE 
@A UNIT YOU MUST NOT MISS 

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D09,,,,Partially Furnished,,24 months,Aspen Heights,3 Baths,3 Beds,,S$3.63 psf,"S$4,800/mo",https://www.99.co/singapore/rent/property/aspen-heights-condo-E8BhmaiEAYoc8b2AUakDmA
"Clubhouse,Stove,Fridge,Jacuzzi,Tennis Court,Oven,Parking,Security,Bomb Shelter,Fibre Ready,Renovated,Aircon,Greenery View,Wading Pool,Bed,Swimming Pool,Utility Room,Playground,High Floor,Washer,Bathtub,Gym,BBQ","1,173 sqft (built up)","Conveniently close to Causeway Point shopping centre, Woodlands Civic Centre, Woodlands MRT Station and Singapore American School. 

Unblocked view towards SLE. Breezy North-South orientation. 

Enjoy greater connectivity when Thomson-East Coast Line opens in 2019. 

Pleasant landlord welcomes reasonable offers. 

Call 9769-9052 for all inquiries and viewing appointments.",D25,All races welcome,South,,Partially Furnished,,12 months,Rosewood,3 Baths,3 Beds,Not Allowed,S$2.22 psf,"S$2,600/mo",https://www.99.co/singapore/rent/property/rosewood-condo-UTbrNPPCYQp9pLDWJwiDR7
"Closet,Mid Floor,Dining Room Furniture,Washer,Fridge,Bed",721 sqft (built up),"New 3NG for rent! Simple and well-kept. Nice landlady.

Nearby schools:
- CHIJ St. Nicholas 
- Presbyterian High School
- Yio Chu Kang Secondary School
- Mayflower Primary School
- Anderson Primary School

*Near to Thye Hua Kwan Hospital and Tagore Industrial area. 
*Ang Mo Kio Ave 5 Park 
* Upcoming Lentor MRT on Thomson-East Coast Line 13mins walk away
- 3 bus-stops to Yio Chu Kang MRT
* Shops right in front at Blk 608 and market at Blk 628

Call Summer Chan @ 97360644 for viewing now!!",D20,,,,Fully Furnished,,Flexible,606 Ang Mo Kio Avenue 5,2 Baths,2 Beds,,S$2.50 psf,"S$1,800/mo",https://www.99.co/singapore/rent/property/606-ang-mo-kio-avenue-5-hdb-iKBTneu7WvtT8ahsYXh54C
"Clubhouse,Function Room,Water Feature,Gym,Low Floor,Jacuzzi,Parking,Balcony,Walk In Closet,Renovated,Aircon,Pool Deck,Swimming Pool,Wading Pool,Security,BBQ",753 sqft (built up),"The unit is in pristine condition, Quite and serene, facing the garden. 
 
Suites at Orchard located in district 09 and it stands 10 storeys tall and comprises a total of 118 residential units. Suites at Orchard is located right next to Plaza Singapura and within 5 mins walking distance to Dhoby Ghaut MRT Station and  Bras Basah MRT Station is also close by.

Condo Facilities at Suites at Orchard 

Suites at Orchard has full condo facilities such as basement car park and swimming pool. 

Condo Amenities near Suites at Orchard 

The schools in the vicinity include the elite St Margaret's Primary School, Chatsworth International School and Stamford Primary School. 

Suites at Orchard has a host of amenities that are readily available, such as major shopping centres, supermarkets, restaurants and eating establishments, banks, library, cinemas and other entertainment facilities that can be found at Plaza Singapura, The Cathay and Park Mall.
Condo Facilities at Suites at Orchard 

Suites at Orchard has full condo facilities such as basement car park and swimming pool. 

Condo Amenities near Suites at Orchard 

The schools in the vicinity include the elite St Margaret's Primary School, Chatsworth International School and Stamford Primary School. 

Suites at Orchard has a host of amenities that are readily available, such as major shopping centres, supermarkets, restaurants and eating establishments, banks, library, cinemas and other entertainment facilities that can be found at Plaza Singapura, The Cathay and Park Mall.",D09,,,,Partially Furnished,,Flexible,Suites At Orchard,2 Baths,2 Beds,,S$7.04 psf,"S$5,300/mo",https://www.99.co/singapore/rent/property/suites-at-orchard-condo-UyuPhdskXFwFvtYtLCMp7B
"Fitness Corner,Gym,Swimming Pool,Tennis Court,Badminton Court,Parking,Security,BBQ,Basketball Court","1,410 sqft (built up)","OPEN HOUSE TODAY
NEW LISTING

QUEENS CONDO FOR RENT 
•4 BEDROOM + MAIDS ROOM 
•1410 SQFT
•LIVING FACE POOL   
•PARTIAL FURNISH 
•CORNER UNIT
•RENOVATED 


•1 MIN WALK TO QUEENSTOWN MRT
•5 MINS WALK TO IKEA
•5 MINS WALK TO QUEENSWAY MRT 
CALL DESMOND TAN 98437767



*****NEAREST MRT STATION*******
EW19 Queenstown MRT Station (0.17 km)
EW18 Redhill MRT Station (1.19 km)
EW20 Commonwealth MRT Station (1.43 km)

******NEARBY GOOD SCHOOL******
Gobal International School
Queenstown Secondary School
Queenstown Primary School
Anglo Chinese International School
MDIS Uni Campus Foreign School",D03,,,,Fully Furnished,,24 months,Queens,3 Baths,4 Beds,,S$3.90 psf,"S$5,500/mo",https://www.99.co/singapore/rent/property/queens-condo-RKbika2Yb9jjxs8e5JSdM3
"Bomb Shelter,Renovated,Aircon,TV,Gym,Low Floor,Wading Pool,Oven,Parking,Security,Lap Pool,BBQ,Closet",517 sqft (built up),"-Nicely and tastefully renovated unit come fully furnished
-Functional kitchen space equipped with near new electrical appliances
-Well maintained unit with move in condition
-Good layout, no odd shape.
-Greenery views
-Daily Viewing available 


1ST STOREY - REJUVENATION GARDEN
•	Lawn Court
•	Rainforest Hydro-Therapy Massage
•	Hot tub
•	BBQ Area
•	Hydro-Foot Reflexology
•	Reflective pools
•	Hanging Gardens
•	Indoor Gym
6TH STOREY - WATER COURT
•	Two lap pools
•	Wading pool with Bubbling Jets
•	Pool Deck
•	Floating Pool Deck
•	Spa Beds
•	Lawn Court
•	BBQ Pavilion

10 minutes walk to Newton MRT Station
5 train stops to Raffles Place 
2 train stops to Singapore Botanic Gardens, a UNESCO World Heritage Site
Minutes walk to Orchard Road shopping belt
A stroll to the famous Newton Hawker Centre
Near Chatsworth International School and Raffles Girls School",D09,,,,Partially Furnished,,Flexible,Vida,1 Bath,1 Bed,,S$5.80 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/vida-condo-j6HaEmLW2Ykc3ehdenRoid
"Clubhouse,Aircon,Stove,Fridge,Steam Room,Parking,Security,Lap Pool,Gym,Balcony",S$2.59 psf,"Rare Penthouse unit available for rent!

*4 bedrooms
*private jacuzzi with roof terrace garden
*spacious layout
*full condo facilities 
*next to Plaza Singapura and Dhoby Ghaut MRT",D09,,,,,,Flexible,8 @ Mount Sophia,"2,626 sqft (built up)",4 Beds,,,"S$6,800/mo",https://www.99.co/singapore/rent/property/8-mount-sophia-condo-cvqP8zzZbCXGB6jitq4yu9
"Clubhouse,Aircon,TV,Sofa,Stove,Fridge,Bed,Walk In Closet,Swimming Pool,Steam Room,Playground,Fitness Corner,Mid Floor,Gym,BBQ,Balcony",S$4.73 psf,"Full condo facilities just minutes’ walk away from Orchard Road. The tranquil and safe environment being situated next to the Istana. 
CBD and Marina Bay is just 3 to 4 MRT stops away. Enjoy all the convenience of being close to shopping, leisure, food and entertainment.",D09,,,,Fully Furnished,,Flexible,Waterscape At Cavenagh,592 sqft (built up),1 Bed,,,"S$2,800/mo",https://www.99.co/singapore/rent/property/waterscape-at-cavenagh-condo-98SMcP54Skv7Q5rgxsyWGN
"Clubhouse,High Ceiling,Jacuzzi,Stove,Fridge,Meeting Room,Walk In Closet,Dryer,Steam Room,Tennis Court,Parking,Security,Closet,Pool View,Balcony,Renovated,Aircon,Pool Deck,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Washer,Fibre Ready,Lap Pool,Gym,BBQ",732 sqft (built up),"BOATHOUSE RESIDENCES FOR RENT, 1 Bedroom + Study - (SOHO Type)

- Big and Spacious 1 Bedroom + Study + 1 additional platform and with Balcony for Rent (* big spacious unit 710 sqft, excluding the platform built on top of the study room) 

- Nice unblock view. Pool facing view.

- Brand new unit with squarish layout 

- High Level. Bright and windy. 

- Unit with privacy as not directly facing another unit.

- High ceiling (3m cause is SOHO type)

- All lightings done, all furniture included (washing machine cum dryer, full aircond 4x, bed + mattress, sofa set, TV rack, small kitchen wardrobe, fans etc...) ",D19,All races welcome,,,Partially Furnished,,Flexible,Boathouse Residences,1 Bath,2 Beds,,S$2.73 psf,"S$2,000/mo",https://www.99.co/singapore/rent/property/boathouse-residences-condo-MvDvAu4C6atqqKW9KMuwsc
"Clubhouse,Water Feature,Gym,Jacuzzi,Steam Room,Tennis Court,Parking,Karaoke,Fun Pool,Basketball Court,Swimming Pool,Aerobic Pool,Billiards Room,Mini Golf Range,Playground,Fitness Corner,Security,BBQ",969 sqft (built up),"- Serious landlord 
- nice unit 
- partial or fully furnish ok 
- available 


Lucas Wang 
Asst. Branch Director 
Propnex Realty Pte Ltd L3008022J
Lucas Wang & Associates
Sales & Recruitment
CEA Registration No. R018740F
Cell: 97869666
Powerful Negotiators - The No. 1 Team in Propnex",D23,,,,,,Flexible,Hillview Regency,2 Baths,2 Beds,,S$2.58 psf,"S$2,500/mo",https://www.99.co/singapore/rent/property/hillview-regency-condo-trbdTVMtbXsiZZ2CVYQXLB
"Gym,Jacuzzi,Playground,Fitness Corner,Parking,Security,Lap Pool,BBQ","1,216 sqft (built up)","~ high floor
~ Furnish
~ immediate
~ Amenities



Lucas Wang 
Asst. Branch Director 
Propnex Realty Pte Ltd L3008022J
Lucas Wang & Associates
Sales & Recruitment
CEA Registration No. R018740F
Cell: 97869666
Powerful Negotiators - The No. 1 Team in Propnex",D05,,,,Partially Furnished,,Flexible,The Parc Condominium,2 Baths,3 Beds,,S$3.37 psf,"S$4,100/mo",https://www.99.co/singapore/rent/property/the-parc-condominium-condo-i8eE8QvZmTNhiVkcSEdNs7
"Fun Pool,Jet Pool,Yoga Corner,Hammocks,Sculpture,Pool Deck,Lounge,Mini Golf Range,Wading Pool,Playground,Fitness Corner,Reflexology Path,BBQ",420 sqft (built up),"Developer: MCC Land (Potong Pasir) Pte Ltd
No. Of Units: 731 Residential Units
Tenure: 99 years commencing on 17 November 2014
District: 13
TOP: 19 August 2019

The nearest MRT station is the Potong Pasir station which is 0.12km away. As for schools, it is within 2km of the following primary schools.

St. Andrew’s Junior School (0.38km)
Cedar Primary School (0.94km)
Bendemeer Primary School (1.06km)
Maris Stella High School (1.57km)
Hong Wen School (1.58km)
Pei Chun Public School (1.60km)
Canossa Convent Primary School (1.61km)
Macpherson Primary School (1.62km)
First Toa Payoh Primary School (1.79km)",D13,,,,Partially Furnished,,12 months,The Poiz Residences,1 Bath,1 Bed,,S$5.24 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/the-poiz-residences-condo-Pz4NLTg5ArxVY7BTYjbAZY
"Clubhouse,Gym,Swimming Pool,Wading Pool,Jacuzzi,Playground,Fitness Corner,Parking,Security,BBQ,Tennis Court","1,173 sqft (built up)","OPEN HOUSE TODAY
NEW LISTING  

MERAPRIME -FOR RENT  
•3 BEDDER WITH BALCONY 
•1173 
•ABOVE 30 FLOOR 
•RENOVATED UNIT 
•FULLY FURNISH  


•1 MIN WALK TO TIOBG BAHRU MRT STATION 
•1 MIN WALK TO TIONG BAHRU PLAZA 
•5 MINS WALK TO TIONG BAHRU MARKET 
 
 
@CALL DESMOND 98437767 FOR VIEWING TODAY",D03,,,,Partially Furnished,,24 months,Meraprime,2 Baths,3 Beds,,S$4.60 psf,"S$5,400/mo",https://www.99.co/singapore/rent/property/meraprime-condo-E2PHVmLYqKpiSZG7R7ADDi
"Swimming Pool,Security,Playground,BBQ,Parking","1,227 sqft (built up)",,D05,,,,Partially Furnished,,12 months,Royal Palm Mansions,3 Baths,3 Beds,,S$3.14 psf,"S$3,850/mo",https://www.99.co/singapore/rent/property/royal-palm-mansions-condo-jkrs6KriFjVBHdm7hwGgw6
"Clubhouse,Playground,Swimming Pool,Gym,Parking,Security,BBQ","1,001 sqft (built up)","NEW LISTING FOR RENT
OPEN HOUSE TODAY 

•ALESSANDREA CONDO-FOR RENT        
•3 BEDDER WITH SPACIOUS LAYOUT 
•1001 SQFT 
•FULLY FURNISH 
•LOVE IN FIRST SIGHT 
•NICE GREENERY VIEW 
•MINS WALK TO TIONG BAHRU MRT /SHOPPING MALL
•A UNIT YOU MUST NOT MISS 


@CALL DESMOND ERA 98437767 FOR VIEWING NOW",D03,,,,Fully Furnished,,24 months,Alessandrea,2 Baths,3 Beds,,S$3.50 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/alessandrea-condo-ScQ7dW94xw7nvqpuDV2GAR
"Clubhouse,Gym,Sauna,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Playground,Fitness Corner,Parking,Security,BBQ,Tennis Court",969 sqft (built up),"NEW LISTING 
OPEN HOUSE TODAY................... 
RIVER PLACE CONDO FOR RENTAL (EXPATS CHOICE)

•2 BEDDER + 2 BATHROOM
•969 SQFT
•PARTIAL  FURNISH 
•CORNER
•LIVING FACE SWIMMING POOL 
 
@MINS TO CLARKE QUAY MRT STATION
@MINS TO CENTRAL SHOPPING MALL 

@CALL DESMOND 98437767 
FOR VIEWING NOW",D03,,,,Partially Furnished,,24 months,River Place,2 Baths,2 Beds,,S$4.33 psf,"S$4,200/mo",https://www.99.co/singapore/rent/property/river-place-condo-Y6mezUsGPFNXgVvsVEZzHa
"Clubhouse,Stove,Dishwasher,Fridge,Jacuzzi,Tennis Court,Oven,High Floor,Balcony,City View,Pool View,Renovated,Aircon,Greenery View,Bed,Study Room,Dining Room Furniture,Washer,Bathtub,Gym,BBQ,Bomb Shelter","1,582 sqft (built up)","Nouvel 18

3Bedroom for Rent

- 3 minutes walk to orchard MRT
- Next to Shangrila Hotel
- 10 minutes drive to Central Business District CBD.
- Good Prices for a new super luxury condo in D9 Ardmore area.

Call / SMS for viewing appt 98765588 Ryan

Good service provided
- Luxury new condominium with full facilities host service. private lift to your dream home.

Units Mix
2 Bedroom + Study 1335sf from $7000
3 Bedroom 1582sf from $8000
4 Bedroom + Study 2476sf from $12,000
Penthouse 4 Bedroom 6000sf from $30,000, Sky terrace ideal for private dining, BBQ, Parties, 25m Private pool, Internal private lift, Panoramic unblock views. 

Special promo!! While stock last!!

Call / SMS Ryan 98765588 for viewing appt.",D10,All races welcome,East,,Fully Furnished,,24 months,Nouvel 18,4 Baths,3 Beds,,S$5.06 psf,"S$8,000/mo",https://www.99.co/singapore/rent/property/nouvel-18-condo-QVHjgmCnbUQynbGojZoRx8
"Clubhouse,Aircon,Closet,Gym,Bed,Sauna,Swimming Pool,Playground,Parking,Security,BBQ,Balcony","1,350 sqft (built up)","MOONSTONE VIEW

3 bedroom and 3 baths! 
Fully furnished! 
Spacious rooms and living area! 
Great layout, light & airy! 
Well maintained with renovated! 
Friendly landlord! 

Potong Pasir MRT (Purple Line) including the upcoming The Poiz Centre is within walking distance.

Toa Payoh Central & Toa Poyah MRT (Red Line) are just a short bus ride away.

Schools near the area includes : -

* St Andrew's Junior School (1 km)
* Bendemeer Primary School (1 km)

Call to view now!
91902656
Huang Bingchang ",D12,,,,Fully Furnished,,Flexible,Moonstone View,3 Baths,3 Beds,,S$2.22 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/moonstone-view-condo-Ldz4jNgRSW5PywCEPhfUTi
"Function Room,Gym,Rooftop Pool,Fridge,Sauna,Jacuzzi,Sea View,Undrewater Fitness Station,Outdoor Dining,Balcony,City View,Aircon,TV,Pool Deck,Bed,Viewing Deck,Wading Pool,Spa Pool,Playground,High Floor,Washer,Retail Shops,Lap Pool,BBQ,Open Terrace",527 sqft (built up),"Studio Apartment for Rental!!!

- High Floor
- Panoramic View
- No afternoon sun

Right Next to Bugis MRT
- Downtown line (blue)
- East-West line (green)

Shopping amenities at Bugis Junction!
Retail stores right below your doorstep!


Call Vanessa @9108 7878 for viewing now!!",,,,,Fully Furnished,,Flexible,Duo Residences / Duo Tower,1 Bath,Studio,Not Allowed,S$6.45 psf,"S$3,400/mo",https://www.99.co/singapore/rent/property/duo-residences-duo-tower-condo-Tq95EhDVHAYggsftJFAr2Q
"City View,Aircon","1,090 sqft (built up)","Apartment with 5 bedrooms at Tiong Bharu Estate for RENT!

Landlord allows renovation to your liking as his first tenant!

Minutes to Thing Bahru Plaza / Mrt Station / Bus Stops..

Near to town and central location..

Convenient stores / amenities / eateries & shophouses within walking distance..

Conservation Heritage Lifestyle Living...

Exclusive & peaceful stay..

Bright & Windy House..

Call to view now!
91902656
Huang Bingchang",D03,,,,,,Flexible,Tiong Bahru Estate,2 Baths,5 Beds,,S$4.59 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/tiong-bahru-estate-condo-V9q4nMXr7APx74vxcSfcEW
"Jogging Track,Pool Deck,Roof Terrace,Gym,Waterfall,Tennis Court,Parking,Pond,Yoga Corner,Aircon,Duplex / Maisonette,Driving Range,Wading Pool,Spa Pool,Playground,Fitness Corner,High Floor,Security,Lap Pool,BBQ,Open Terrace","1,507 sqft (built up)","2BR Penthouse for rent!
Available from 1st December 18!

High floor and unblocked view!
Bright and breezy!
Fully furnished!
Tastefully renovated!
Enjoy panoramic view from rooftop terrace!
Minutes walk only Hillview MRT Station (DT3)!
Right next to HillV2 Mall and nearby The Rail Mall with absolute shopping convenience!

Call to view now!
91902656
Huang Bingchang",D23,,,,Fully Furnished,,Flexible,Kingsford . Hillview Peak,2 Baths,2 Beds,,S$2.32 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/kingsford-hillview-peak-condo-GARGtvpckFhpXMPS9qZq2o
"Jogging Track,Clubhouse,Water Feature,Gym,Timber Deck,Fridge,Mini-mart,Low Floor,Steam Room,Tennis Court,Pond,Security,Balcony,Fun Pool,Aircon,Billiards Room,Lounge,Spa Pool,Playground,Fitness Corner,Washer,Lap Pool,BBQ","1,561 sqft (built up)","Very nice and quiet location 

Full condo facilities 

Greenery view give people a relaxing atmosphere



",D05,All races welcome,,,Fully Furnished,,12 months,Botannia,4 Baths,4 Beds,,S$2.69 psf,"S$4,200/mo",https://www.99.co/singapore/rent/property/botannia-condo-JVYSHKQpydrDDTFwaVSCbP
"Bomb Shelter,Bathtub,Aircon,Dining Room Furniture,Corner Unit,Fridge","1,184 sqft (built up)","New listing
* High floor windy unit
* Spacious living and dining area
* newly renovated toilet and kitchen 
* keys on hand, can view anytime

Call now before it’s gone",D23,,,,Partially Furnished,,Flexible,471 Segar Road,2 Baths,3 Beds,Allowed,S$1.65 psf,"S$1,950/mo",https://www.99.co/singapore/rent/property/471-segar-road-hdb-7FZr6Dh75ApzeRaQXZ8Vjb
"Clubhouse,Bomb Shelter,Security,Renovated,Closet,Swimming Pool,Stove,Fridge,Aircon,Wading Pool,Jacuzzi,Playground,Fitness Corner,Parking,Washer,Pool View,Gym,BBQ,Tennis Court","2,358 sqft (built up)","Right on top of Sengkang MRT
Beside Compass One Shopping Mall
Walking distance to all the amenities like Cold Storage, McDonalds
Well connected via Sengkang Bus Interchange
Nearby good schools like Nan Chiau Primary, Compassvale Primary
Close to Global Indian School (Punggol Campus)
",D19,All races welcome,North,,Partially Furnished,,Flexible,Compass Heights,3 Baths,3 Beds,,S$1.61 psf,"S$3,800/mo",https://www.99.co/singapore/rent/property/compass-heights-condo-HBbq8VVte7PhbpHpfnz2Tc
